epoch,learning_rate,train_loss,validation_loss,train_accuracy,validation_accuracy
1,0.003,1.6339167162017758,1.7500784742706113,0.25,0.275
2,0.0029702970297029703,1.4487237383018736,1.630956425760005,0.35,0.3
